minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,gameweek
59,Nathan Patterson,Everton,0.03,,Blocked,26,Right Foot,,Arnaut Danjuma,Pass (Live),Ashley Young,Pass (Live),2
60,Neal Maupay,Everton,0.10,0.12,Saved,10,Right Foot,Volley,Ashley Young,Pass (Dead),Nathan Patterson,Shot,2
67,Philippe Coutinho,Aston Villa,0.05,0.02,Saved,28,Right Foot,,Ollie Watkins,Pass (Live),Lucas Digne,Pass (Live),2
75,Jhon Duran,Aston Villa,0.55,0.72,Goal,16,Left Foot,,Jhon Duran,Take-On,,,2
80,Philippe Coutinho,Aston Villa,0.02,,Off Target,36,Right Foot,,Philippe Coutinho,Take-On,Jhon Duran,Pass (Live),2
81,Arnaut Danjuma,Everton,0.04,,Blocked,15,Left Foot,,,,,,2
2,Enzo Fernandez,Chelsea,0.03,,Off Target,25,Right Foot,,Nicolas Jackson,Pass (Live),Thiago Silva,Pass (Live),2
5,Jarrod Bowen,West Ham,0.37,0.73,Saved,3,Left Foot,Volley,Tomas Soucek,Pass (Live),Michail Antonio,Pass (Live),2
7,Nayef Aguerd,West Ham,0.13,0.40,Goal,6,Head,,James Ward-Prowse,Pass (Dead),Jarrod Bowen,Tackle,2
13,Michail Antonio,West Ham,0.14,,Blocked,16,Left Foot,,Tomas Soucek,Pass (Live),Jarrod Bowen,Pass (Live),2
14,Nicolas Jackson,Chelsea,0.69,,Off Target,4,Head,,Ben Chilwell,Pass (Live),Enzo Fernandez,Pass (Live),2
17,Said Benrahma,West Ham,0.02,,Blocked,26,Right Foot,,Tomas Soucek,Pass (Live),Jarrod Bowen,Pass (Live),2
20,Thiago Silva,Chelsea,0.04,,Blocked,9,Head,,Ben Chilwell,Pass (Dead),Enzo Fernandez,Pass (Live),2
21,Conor Gallagher,Chelsea,0.03,0.05,Saved,29,Right Foot,,Enzo Fernandez,Pass (Live),Malo Gusto,Pass (Live),2
22,Nicolas Jackson,Chelsea,0.09,,Off Target,17,Right Foot,Volley,Conor Gallagher,Shot,,,2
24,Ben Chilwell,Chelsea,0.11,,Off Target,8,Head,,Enzo Fernandez,Pass (Live),Raheem Sterling,Pass (Live),2
28,Carney Chukwuemeka,Chelsea,0.11,0.23,Goal,12,Right Foot,,Carney Chukwuemeka,Take-On,Carney Chukwuemeka,Pass (Live),2
32,Levi Colwill,Chelsea,0.08,,Off Target,9,Head,,Enzo Fernandez,Pass (Dead),Enzo Fernandez,Pass (Live),2
35,Malo Gusto,Chelsea,0.05,,Off Target,21,Right Foot,Volley,,,,,2
37,Lucas Paqueta,West Ham,0.06,,Woodwork,17,Left Foot,,Lucas Paqueta,Take-On,Vladimir Coufal,Pass (Dead),2
43,Enzo Fernandez (pen),Chelsea,0.79,0.98,Saved,13,Right Foot,,Raheem Sterling,Fouled,Levi Colwill,Pass (Live),2
43,Said Benrahma,West Ham,0.01,,Off Target,26,Right Foot,,Emerson Palmieri,Pass (Live),,,2
45+2,Ben Chilwell,Chelsea,0.12,,Blocked,14,Right Foot,,Raheem Sterling,Take-On,Raheem Sterling,Take-On,2
51,James Ward-Prowse,West Ham,0.04,,Blocked,30,Right Foot,,Lucas Paqueta,Pass (Live),,,2
53,Michail Antonio,West Ham,0.08,0.39,Goal,16,Right Foot,,James Ward-Prowse,Pass (Live),Lucas Paqueta,Pass (Live),2
62,Raheem Sterling,Chelsea,0.06,,Blocked,9,Left Foot,,Mykhailo Mudryk,Pass (Live),Nicolas Jackson,Pass (Live),2
62,Conor Gallagher,Chelsea,0.10,,Blocked,14,Left Foot,,Raheem Sterling,Shot,,,2
62,Moises Caicedo,Chelsea,0.02,,Off Target,26,Right Foot,Volley,Moises Caicedo,Take-On,Conor Gallagher,Shot,2
65,Said Benrahma,West Ham,0.03,,Off Target,23,Right Foot,Volley,Lucas Paqueta,Pass (Live),Tomas Soucek,Pass (Live),2
79,Jarrod Bowen,West Ham,0.02,0.05,Saved,28,Left Foot,,Pablo Fornals,Pass (Live),Jarrod Bowen,Pass (Live),2
80,Levi Colwill,Chelsea,0.06,,Off Target,26,Left Foot,,Noni Madueke,Pass (Live),Enzo Fernandez,Pass (Live),2
85,Mykhailo Mudryk,Chelsea,0.08,,Off Target,12,Right Foot,Volley,Raheem Sterling,Pass (Live),Raheem Sterling,Take-On,2
90+1,Pablo Fornals,West Ham,0.11,0.10,Saved,11,Right Foot,,Pablo Fornals,Interception,,,2
90+2,Noni Madueke,Chelsea,0.05,0.29,Saved,24,Left Foot,Deflected,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live),2
90+5,Lucas Paqueta (pen),West Ham,0.79,0.99,Goal,13,Left Foot,,Emerson Palmieri,Fouled,Lucas Paqueta,Pass (Live),2
2,Gabriel Martinelli,Arsenal,0.06,,Blocked,14,Right Foot,,Kai Havertz,Pass (Live),Bukayo Saka,Pass (Live),2
2,Bukayo Saka,Arsenal,0.17,,Blocked,15,Right Foot,,Gabriel Martinelli,Shot,,,2
14,Bukayo Saka,Arsenal,0.02,,Blocked,14,Right Foot,,Eddie Nketiah,Pass (Live),Bukayo Saka,Pass (Live),2
16,Odsonne Edouard,Crystal Palace,0.06,,Blocked,12,Right Foot,,Jeffrey Schlupp,Pass (Live),Cheick Doucoure,Pass (Live),2
16,Eberechi Eze,Crystal Palace,0.02,0.10,Saved,31,Right Foot,,Jeffrey Schlupp,Pass (Live),Tyrick Mitchell,Tackle,2
21,Eberechi Eze,Crystal Palace,0.02,,Blocked,32,Left Foot,,Odsonne Edouard,Pass (Live),Cheick Doucoure,Pass (Live),2
21,Cheick Doucoure,Crystal Palace,0.01,,Off Target,28,Right Foot,,Eberechi Eze,Shot,,,2
28,Thomas Partey,Arsenal,0.04,,Off Target,12,Head,,Martin Odegaard,Pass (Dead),Kai Havertz,Fouled,2
29,Eddie Nketiah,Arsenal,0.20,,Woodwork,10,Left Foot,,Eddie Nketiah,Take-On,Bukayo Saka,Pass (Live),2
36,Eddie Nketiah,Arsenal,0.45,,Off Target,5,Right Foot,,Declan Rice,Pass (Live),Martin Odegaard,Pass (Live),2
40,Bukayo Saka,Arsenal,0.05,,Off Target,14,Left Foot,,Eddie Nketiah,Pass (Live),Ben White,Pass (Live),2
42,Martin Odegaard,Arsenal,0.01,0.05,Saved,24,Left Foot,,Bukayo Saka,Pass (Live),Thomas Partey,Pass (Live),2
43,Gabriel Martinelli,Arsenal,0.05,,Off Target,16,Right Foot,Volley,Thomas Partey,Pass (Live),Bukayo Saka,Pass (Dead),2
45+1,Eberechi Eze,Crystal Palace,0.09,,Blocked,13,Left Foot,,Jordan Ayew,Tackle,,,2
54,Martin Odegaard (pen),Arsenal,0.79,0.99,Goal,13,Left Foot,,Eddie Nketiah,Fouled,Gabriel Martinelli,Pass (Dead),2
55,Jordan Ayew,Crystal Palace,0.02,,Off Target,15,Right Foot,,Jefferson Lerma,Pass (Live),Odsonne Edouard,Pass (Live),2
58,Eberechi Eze,Crystal Palace,0.13,,Off Target,26,Right Foot,Free kick,Eberechi Eze,Fouled,Cheick Doucoure,Pass (Live),2
62,Thomas Partey,Arsenal,0.03,0.03,Saved,22,Right Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),2
63,Martin Odegaard,Arsenal,0.02,,Off Target,28,Left Foot,,Eddie Nketiah,Pass (Live),Bukayo Saka,Pass (Dead),2
66,Eddie Nketiah,Arsenal,0.11,,Blocked,8,Left Foot,,Takehiro Tomiyasu,Pass (Live),Thomas Partey,Pass (Live),2
66,Kai Havertz,Arsenal,0.02,,Off Target,17,Left Foot,Volley,Eddie Nketiah,Shot,,,2
70,Jordan Ayew,Crystal Palace,0.10,,Blocked,9,Right Foot,Volley,Eberechi Eze,Pass (Dead),Jordan Ayew,Fouled,2
86,Odsonne Edouard,Crystal Palace,0.24,,Off Target,10,Head,,Tyrick Mitchell,Pass (Live),Joachim Andersen,Pass (Live),2
87,Jesuran Rak Sakyi,Crystal Palace,0.02,,Blocked,18,Left Foot,,Jesuran Rak Sakyi,Take-On,Jordan Ayew,Pass (Live),2
88,Jordan Ayew,Crystal Palace,0.03,,Blocked,10,Left Foot,,Tyrick Mitchell,Pass (Live),Joachim Andersen,Pass (Live),2
90+5,Cheick Doucoure,Crystal Palace,0.10,,Blocked,9,Head,,Jesuran Rak Sakyi,Pass (Live),Marc Guehi,Pass (Live),2
90+5,Odsonne Edouard,Crystal Palace,0.13,0.13,Saved,4,Right Foot,Volley,Jefferson Lerma,Pass (Live),Cheick Doucoure,Shot,2
90+5,Tyrick Mitchell,Crystal Palace,0.06,,Off Target,12,Left Foot,Volley,Odsonne Edouard,Shot,,,2
1,Nicolas Jackson,Chelsea,0.02,,Blocked,30,Right Foot,,Nicolas Jackson,Pass (Dead),,,3
5,Raheem Sterling,Chelsea,0.08,,Blocked,7,Left Foot,,Raheem Sterling,Take-On,Nicolas Jackson,Pass (Live),3
7,Levi Colwill,Chelsea,0.11,,Blocked,9,Head,,Ben Chilwell,Pass (Dead),,Fouled,3
7,Raheem Sterling,Chelsea,0.16,0.03,Saved,11,Right Foot,Volley,Levi Colwill,Shot,,,3
8,Tahith Chong,Luton Town,0.02,,Off Target,13,Left Foot,,Tahith Chong,Tackle,,,3
15,Enzo Fernandez,Chelsea,0.04,,Woodwork,16,Left Foot,,Ben Chilwell,Pass (Live),Nicolas Jackson,Pass (Live),3
17,Raheem Sterling,Chelsea,0.08,0.55,Goal,10,Left Foot,,Raheem Sterling,Take-On,Malo Gusto,Pass (Live),3
31,Malo Gusto,Chelsea,0.01,,Off Target,26,Right Foot,Volley,Raheem Sterling,Pass (Live),Ben Chilwell,Pass (Dead),3
41,Issa Kabore,Luton Town,0.03,,Blocked,12,Left Foot,,Issa Kabore,Take-On,Marvelous Nakamba,Pass (Live),3
42,Ross Barkley,Luton Town,0.04,,Off Target,6,Head,,Ryan John Giles,Pass (Dead),Issa Kabore,Shot,3
49,Carlton Morris,Luton Town,0.02,,Off Target,30,Right Foot,,Reece Burke,Pass (Live),Ross Barkley,Pass (Live),3
51,Nicolas Jackson,Chelsea,0.15,0.15,Saved,12,Left Foot,Volley,Conor Gallagher,Pass (Live),Raheem Sterling,Pass (Live),3
51,Axel Disasi,Chelsea,0.05,0.14,Saved,10,Head,,Ben Chilwell,Pass (Dead),Nicolas Jackson,Shot,3
53,Nicolas Jackson,Chelsea,0.02,0.18,Saved,15,Left Foot,,Enzo Fernandez,Pass (Live),Conor Gallagher,Pass (Live),3
55,Enzo Fernandez,Chelsea,0.24,,Woodwork,6,Left Foot,,Raheem Sterling,Pass (Live),Nicolas Jackson,Pass (Live),3
56,Enzo Fernandez,Chelsea,0.05,,Off Target,16,Right Foot,,Levi Colwill,Pass (Dead),Enzo Fernandez,Shot,3
61,Ryan John Giles,Luton Town,0.06,0.07,Saved,15,Left Foot,Deflected,Elijah Adebayo,Pass (Live),Carlton Morris,Pass (Live),3
63,Ben Chilwell,Chelsea,0.09,,Blocked,15,Right Foot,,Raheem Sterling,Pass (Live),Enzo Fernandez,Pass (Live),3
66,Raheem Sterling,Chelsea,0.26,,Off Target,10,Right Foot,,Nicolas Jackson,Pass (Live),Enzo Fernandez,Pass (Live),3
67,Nicolas Jackson,Chelsea,0.06,,Blocked,15,Left Foot,,Nicolas Jackson,Take-On,Enzo Fernandez,Pass (Live),3
68,Raheem Sterling,Chelsea,0.28,0.64,Goal,10,Right Foot,,Malo Gusto,Pass (Live),Moises Caicedo,Pass (Live),3
72,Enzo Fernandez,Chelsea,0.03,,Off Target,31,Right Foot,Free kick,Enzo Fernandez,Fouled,Conor Gallagher,Pass (Live),3
74,Ross Barkley,Luton Town,0.04,,Off Target,31,Right Foot,Free kick,Jacob Brown,Fouled,Tahith Chong,Interception,3
75,Nicolas Jackson,Chelsea,0.46,0.97,Goal,5,Right Foot,,Enzo Fernandez,Pass (Live),Thiago Silva,Pass (Live),3
81,Pelly Ruddock Mpanzu,Luton Town,0.01,,Blocked,23,Left Foot,Volley,Pelly Ruddock Mpanzu,Take-On,Ryan John Giles,Pass (Live),3
82,Carlton Morris,Luton Town,0.02,,Blocked,24,Left Foot,,Marvelous Nakamba,Pass (Live),Pelly Ruddock Mpanzu,Shot,3
82,Carlton Morris,Luton Town,0.12,,Blocked,17,Left Foot,,Carlton Morris,Shot,,,3
84,Conor Gallagher,Chelsea,0.08,0.05,Saved,16,Right Foot,,Ben Chilwell,Pass (Live),Enzo Fernandez,Pass (Live),3
85,Jacob Brown,Luton Town,0.05,,Off Target,18,Right Foot,,Carlton Morris,Pass (Live),Tom Lockyer,Pass (Live),3
89,Jacob Brown,Luton Town,0.03,,Blocked,18,Right Foot,Volley,Alfie Doughty,Pass (Live),Marvelous Nakamba,Pass (Live),3
10,James Maddison,Tottenham,0.14,,Blocked,15,Left Foot,,Yves Bissouma,Pass (Live),Dejan Kulusevski,Pass (Live),3
15,James Maddison,Tottenham,0.24,0.58,Saved,12,Right Foot,,Son Heung-min,Pass (Live),James Maddison,Interception,3
15,Richarlison,Tottenham,0.21,0.15,Saved,9,Head,,James Maddison,Shot,,,3
17,James Maddison,Tottenham,0.60,0.92,Goal,9,Right Foot,,Pape Matar Sarr,Pass (Live),Yves Bissouma,Pass (Live),3
19,Philip Billing,Bournemouth,0.02,,Blocked,12,Head,,Illia Zabarnyi,Pass (Live),Joe Rothwell,Pass (Dead),3
22,Pape Matar Sarr,Tottenham,0.07,0.15,Saved,16,Left Foot,,Son Heung-min,Pass (Live),James Maddison,Pass (Live),3
23,Dejan Kulusevski,Tottenham,0.02,,Blocked,19,Left Foot,,Pape Matar Sarr,Pass (Live),Son Heung-min,Pass (Live),3
26,Son Heung-min,Tottenham,0.02,,Off Target,24,Left Foot,Volley,Dejan Kulusevski,Take-On,Richarlison,Pass (Live),3
29,Antoine Semenyo,Bournemouth,0.13,,Blocked,11,Left Foot,,Philip Billing,Pass (Live),Justin Kluivert,Pass (Live),3
35,Philip Billing,Bournemouth,0.10,0.08,Saved,7,Head,,Ryan Christie,Pass (Dead),Max Aarons,Fouled,3
40,Richarlison,Tottenham,0.05,,Off Target,4,Head,,James Maddison,Pass (Dead),James Maddison,Fouled,3
41,Ryan Christie,Bournemouth,0.02,0.16,Saved,23,Left Foot,,Philip Billing,Pass (Live),,,3
45+2,Yves Bissouma,Tottenham,0.05,0.09,Saved,17,Right Foot,Volley,Richarlison,Fouled,Yves Bissouma,Pass (Live),3
45+5,Justin Kluivert,Bournemouth,0.03,,Blocked,18,Right Foot,,Philip Billing,Pass (Live),Dominic Solanke,Interception,3
45+5,Philip Billing,Bournemouth,0.16,,Off Target,15,Left Foot,,Justin Kluivert,Shot,,,3
57,Antoine Semenyo,Bournemouth,0.04,,Off Target,25,Left Foot,,Philip Billing,Pass (Live),Milos Kerkez,Pass (Live),3
63,Dejan Kulusevski,Tottenham,0.33,0.97,Goal,4,Left Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),3
67,Jaidon Anthony,Bournemouth,0.04,0.03,Saved,21,Right Foot,,Jaidon Anthony,Take-On,Hamed Junior Traore,Pass (Live),3
70,James Maddison,Tottenham,0.11,,Off Target,16,Right Foot,,Dejan Kulusevski,Pass (Live),Pedro Porro,Pass (Live),3
84,Pedro Porro,Tottenham,0.02,,Blocked,22,Right Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live),3
85,Lewis Cook,Bournemouth,0.03,,Off Target,23,Right Foot,Volley,Jaidon Anthony,Pass (Live),Milos Kerkez,Pass (Live),3
86,Son Heung-min,Tottenham,0.03,,Off Target,24,Left Foot,,Giovani Lo Celso,Pass (Live),Dejan Kulusevski,Pass (Live),3
87,Dominic Solanke,Bournemouth,0.07,,Off Target,12,Head,,Max Aarons,Pass (Live),Jaidon Anthony,Pass (Live),3
90+1,Pedro Porro,Tottenham,0.05,,Blocked,30,Right Foot,Free kick,Son Heung-min,Fouled,Ben Davies,Pass (Live),3
90+1,Pedro Porro,Tottenham,0.01,,Off Target,30,Right Foot,,Pedro Porro,Shot,,,3
90+5,Ben Davies,Tottenham,0.13,,Off Target,17,Left Foot,,Son Heung-min,Pass (Live),Dejan Kulusevski,Pass (Live),3
90+6,Ivan Perisic,Tottenham,0.04,,Off Target,14,Left Foot,,Ivan Perisic,Take-On,Son Heung-min,Pass (Live),3
90+7,Jaidon Anthony,Bournemouth,0.03,,Off Target,28,Right Foot,,Dominic Solanke,Pass (Live),Kieffer Moore,Pass (Live),3
3,Mario Lemina,Wolves,0.01,,Off Target,16,Head,,Pedro Neto,Pass (Dead),Fabio Silva,Fouled,3
5,Arnaut Danjuma,Everton,0.03,,Off Target,30,Right Foot,,,,,,3
6,Mario Lemina,Wolves,0.01,,Off Target,29,Right Foot,,Hugo Bueno,Pass (Live),Joao Gomes,Pass (Live),3
8,Amadou Onana,Everton,0.05,,Blocked,22,Right Foot,,Abdoulaye Doucoure,Pass (Live),Idrissa Gana Gueye,Pass (Live),3
14,Arnaut Danjuma,Everton,0.23,0.37,Saved,22,Right Foot,,Amadou Onana,Pass (Live),Jordan Pickford,Pass (Live),3
28,James Garner,Everton,0.01,,Off Target,23,Right Foot,Volley,,,,,3
28,Lewis Dobbin,Everton,0.07,0.22,Saved,9,Other,,James Garner,Shot,,,3
28,James Tarkowski,Everton,0.18,,Off Target,8,Right Foot,Volley,Lewis Dobbin,Shot,,,3
30,Jarrad Branthwaite,Everton,0.10,,Off Target,9,Head,,Ashley Young,Pass (Dead),Arnaut Danjuma,Fouled,3
35,Joao Gomes,Wolves,0.05,,Blocked,20,Right Foot,,Pedro Neto,Pass (Live),Hugo Bueno,Pass (Live),3
35,Pedro Neto,Wolves,0.04,,Off Target,15,Right Foot,,Joao Gomes,Shot,,,3
36,Arnaut Danjuma,Everton,0.13,,Off Target,11,Left Foot,,Nathan Patterson,Pass (Live),Amadou Onana,Pass (Live),3
43,Matheus Cunha,Wolves,0.03,,Blocked,30,Right Foot,,Fabio Silva,Pass (Live),Joao Gomes,Pass (Live),3
43,Matheus Cunha,Wolves,0.13,,Off Target,10,Head,,Pedro Neto,Pass (Live),Hugo Bueno,Pass (Live),3
52,Arnaut Danjuma,Everton,0.08,0.51,Saved,10,Right Foot,,Ashley Young,Pass (Dead),Idrissa Gana Gueye,Fouled,3
53,James Garner,Everton,0.04,0.03,Saved,16,Right Foot,Volley,Arnaut Danjuma,Shot,,,3
53,Jarrad Branthwaite,Everton,0.06,0.02,Saved,11,Head,,James Garner,Shot,,,3
60,Fabio Silva,Wolves,0.30,,Off Target,16,Right Foot,,Max Kilman,Pass (Live),Jose Sa,Pass (Live),3
64,Arnaut Danjuma,Everton,0.05,0.05,Saved,13,Right Foot,,Abdoulaye Doucoure,Pass (Live),James Garner,Pass (Live),3
67,Abdoulaye Doucoure,Everton,0.21,0.32,Saved,4,Head,,James Garner,Pass (Live),Idrissa Gana Gueye,Pass (Live),3
68,Youssef Chermiti,Everton,0.05,,Blocked,11,Right Foot,,Ashley Young,Pass (Dead),Abdoulaye Doucoure,Shot,3
73,Mario Lemina,Wolves,0.03,,Blocked,13,Left Foot,,Rayan Ait Nouri,Pass (Live),Pedro Neto,Pass (Live),3
86,Jarrad Branthwaite,Everton,0.06,,Off Target,7,Left Foot,Volley,Ashley Young,Pass (Dead),,,3
87,Sasa Kalajdzic,Wolves,0.26,0.93,Goal,6,Other,,Pedro Neto,Pass (Live),Mario Lemina,Pass (Live),3
90+4,Pablo Sarabia,Wolves,0.16,,Blocked,16,Right Foot,,,,,,3
90+6,Pablo Sarabia,Wolves,0.06,0.21,Saved,26,Left Foot,Free kick,Pablo Sarabia,Fouled,Sasa Kalajdzic,Pass (Live),3
9,Odsonne Edouard,Crystal Palace,0.03,,Blocked,15,Left Foot,,Odsonne Edouard,Take-On,Jordan Ayew,Pass (Live),3
13,Eberechi Eze,Crystal Palace,0.07,0.07,Saved,27,Left Foot,,,,,,3
14,Yoane Wissa,Brentford,0.03,,Off Target,13,Head,,Christian Norgaard,Pass (Live),Aaron Hickey,Pass (Live),3
18,Kevin Schade,Brentford,0.05,0.56,Goal,12,Right Foot,,Christian Norgaard,Pass (Live),Nathan Collins,Pass (Live),3
22,Jordan Ayew,Crystal Palace,0.03,,Off Target,16,Head,,Joachim Andersen,Pass (Live),,,3
25,Eberechi Eze,Crystal Palace,0.21,,Blocked,20,Right Foot,,Eberechi Eze,Take-On,Eberechi Eze,Take-On,3
25,Jeffrey Schlupp,Crystal Palace,0.03,,Off Target,14,Head,,Joachim Andersen,Pass (Live),Joel Ward,Pass (Dead),3
39,Yoane Wissa,Brentford,0.24,,Off Target,5,Head,,Kevin Schade,Pass (Live),Bryan Mbeumo,Pass (Dead),3
44,Bryan Mbeumo,Brentford,0.04,,Blocked,18,Left Foot,,Mathias Jensen,Pass (Live),Christian Norgaard,Pass (Live),3
45,Nathan Collins,Brentford,0.05,,Off Target,10,Head,,Mathias Jensen,Pass (Dead),Kevin Schade,Pass (Live),3
46,Kevin Schade,Brentford,0.06,,Blocked,22,Right Foot,,Christian Norgaard,Pass (Live),Christian Norgaard,Pass (Live),3
48,Rico Henry,Brentford,0.06,,Off Target,8,Head,,Bryan Mbeumo,Pass (Dead),Bryan Mbeumo,Pass (Dead),3
52,Jordan Ayew,Crystal Palace,0.02,,Blocked,17,Right Foot,,Joachim Andersen,Pass (Live),Cheick Doucoure,Pass (Live),3
55,Eberechi Eze,Crystal Palace,0.03,,Off Target,27,Right Foot,,Jeffrey Schlupp,Pass (Live),Jeffrey Schlupp,Take-On,3
59,Jefferson Lerma,Crystal Palace,0.03,,Blocked,16,Right Foot,Volley,Jordan Ayew,Pass (Live),Joachim Andersen,Pass (Live),3
68,Odsonne Edouard,Crystal Palace,0.05,0.29,Saved,26,Right Foot,Free kick,Jordan Ayew,Fouled,,,3
69,Jordan Ayew,Crystal Palace,0.01,,Blocked,23,Right Foot,,Jefferson Lerma,Pass (Live),Joachim Andersen,Pass (Live),3
70,Jefferson Lerma,Crystal Palace,0.06,0.13,Saved,12,Head,,Eberechi Eze,Pass (Dead),Jordan Ayew,Shot,3
70,Jordan Ayew,Crystal Palace,0.08,0.20,Saved,5,Right Foot,,Jefferson Lerma,Shot,,,3
74,Ethan Pinnock,Brentford,0.18,,Blocked,4,Right Foot,,Bryan Mbeumo,Pass (Dead),,,3
76,Joachim Andersen,Crystal Palace,0.05,0.06,Goal,8,Right Foot,,Jordan Ayew,Pass (Live),Joachim Andersen,Pass (Live),3
80,Jordan Ayew,Crystal Palace,0.06,,Off Target,10,Right Foot,,Joachim Andersen,Pass (Live),Naouirou Ahamada,Pass (Live),3
85,Frank Onyeka,Brentford,0.12,,Blocked,15,Right Foot,,Rico Henry,Pass (Live),Christian Norgaard,Pass (Live),3
85,Vitaly Janelt,Brentford,0.04,,Blocked,12,Left Foot,Volley,Frank Onyeka,Pass (Live),Bryan Mbeumo,Pass (Live),3
89,Eberechi Eze,Crystal Palace,0.04,,Blocked,19,Right Foot,,Jordan Ayew,Pass (Live),Eberechi Eze,Pass (Live),3
90+5,Frank Onyeka,Brentford,0.09,,Blocked,16,Right Foot,Volley,Rico Henry,Pass (Live),Rico Henry,Take-On,3
90+5,Christian Norgaard,Brentford,0.01,,Blocked,29,Right Foot,Volley,Frank Onyeka,Shot,,,3
1,Antony,Manchester Utd,0.04,0.19,Saved,25,Left Foot,,Bruno Fernandes,Pass (Live),Diogo Dalot,Pass (Live),3
2,Taiwo Awoniyi,Nott'ham Forest,0.56,0.98,Goal,10,Right Foot,,Taiwo Awoniyi,Take-On,Morgan Gibbs-White,Pass (Live),3
4,Willy Boly,Nott'ham Forest,0.17,0.55,Goal,7,Head,,Brennan Johnson,Fouled,Brennan Johnson,Take-On,3
6,Casemiro,Manchester Utd,0.03,,Off Target,27,Right Foot,,Antony,Pass (Live),Aaron Wan-Bissaka,Pass (Live),3
11,Bruno Fernandes,Manchester Utd,0.02,0.03,Saved,33,Right Foot,,Christian Eriksen,Pass (Live),Casemiro,Pass (Live),3
17,Bruno Fernandes,Manchester Utd,0.02,0.17,Saved,32,Right Foot,,Lisandro Martinez,Pass (Live),Raphael Varane,Pass (Live),3
17,Christian Eriksen,Manchester Utd,0.28,0.95,Goal,3,Right Foot,,Marcus Rashford,Pass (Live),Marcus Rashford,Take-On,3
20,Casemiro,Manchester Utd,0.04,0.17,Saved,25,Left Foot,,Antony,Pass (Live),Aaron Wan-Bissaka,Pass (Dead),3
26,Casemiro,Manchester Utd,0.63,,Off Target,4,Head,,Bruno Fernandes,Pass (Dead),Antony,Pass (Live),3
30,Anthony Martial,Manchester Utd,0.04,,Blocked,11,Right Foot,,Antony,Pass (Live),Bruno Fernandes,Pass (Live),3
39,Bruno Fernandes,Manchester Utd,0.04,,Blocked,23,Right Foot,,Antony,Pass (Live),Marcus Rashford,Pass (Live),3
45+2,Morgan Gibbs-White,Nott'ham Forest,0.21,,Blocked,16,Right Foot,,Brennan Johnson,Pass (Live),Brennan Johnson,Take-On,3
48,Bruno Fernandes,Manchester Utd,0.02,,Off Target,30,Right Foot,,Anthony Martial,Pass (Live),Christian Eriksen,Pass (Live),3
52,Casemiro,Manchester Utd,0.30,0.93,Goal,5,Right Foot,Volley,Bruno Fernandes,Pass (Live),Marcus Rashford,Pass (Live),3
53,Danilo,Nott'ham Forest,0.03,0.01,Saved,29,Left Foot,,Serge Aurier,Pass (Live),Danilo,Pass (Live),3
53,Antony,Manchester Utd,0.03,0.41,Saved,21,Left Foot,,Antony,Take-On,Victor Lindelof,Pass (Live),3
55,Antony,Manchester Utd,0.04,,Blocked,23,Left Foot,,Victor Lindelof,Pass (Live),Christian Eriksen,Pass (Live),3
59,Bruno Fernandes,Manchester Utd,0.32,,Off Target,5,Right Foot,,Antony,Pass (Live),Aaron Wan-Bissaka,Pass (Live),3
61,Taiwo Awoniyi,Nott'ham Forest,0.05,,Off Target,12,Head,,Morgan Gibbs-White,Pass (Live),Serge Aurier,Pass (Live),3
65,Antony,Manchester Utd,0.07,,Off Target,21,Left Foot,,Christian Eriksen,Pass (Live),Christian Eriksen,Pass (Live),3
76,Bruno Fernandes (pen),Manchester Utd,0.79,0.98,Goal,13,Right Foot,,Marcus Rashford,Fouled,Jadon Sancho,Pass (Dead),3
80,Taiwo Awoniyi,Nott'ham Forest,0.06,,Off Target,11,Head,,Morgan Gibbs-White,Pass (Dead),Morgan Gibbs-White,Fouled,3
83,Morgan Gibbs-White,Nott'ham Forest,0.06,,Blocked,22,Right Foot,Volley,Ola Aina,Pass (Dead),,,3
84,Willy Boly,Nott'ham Forest,0.05,0.46,Saved,14,Right Foot,,Chris Wood,Pass (Live),Cheikhou Kouyate,Pass (Live),3
89,Anthony Elanga,Nott'ham Forest,0.02,,Off Target,12,Left Foot,Volley,Morgan Gibbs-White,Pass (Dead),,,3
90+4,Marcus Rashford,Manchester Utd,0.08,0.20,Saved,13,Right Foot,,Casemiro,Pass (Dead),Jadon Sancho,Fouled,3
90+4,Marcus Rashford,Manchester Utd,0.04,,Blocked,29,Right Foot,,Marcus Rashford,Take-On,Scott McTominay,Pass (Live),3
1,Andreas Pereira,Fulham,0.03,0.06,Goal,30,Right Foot,,,,,,3
11,Kai Havertz,Arsenal,0.28,,Off Target,5,Right Foot,Volley,Bukayo Saka,Pass (Live),Leandro Trossard,Pass (Live),3
18,Gabriel Martinelli,Arsenal,0.10,0.03,Saved,16,Right Foot,,Leandro Trossard,Pass (Live),Thomas Partey,Pass (Live),3
19,Gabriel Martinelli,Arsenal,0.24,,Blocked,6,Left Foot,Volley,Kai Havertz,Pass (Live),Leandro Trossard,Pass (Dead),3
