ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
142,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-176,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,51,63,81.0,889,390,24,28,85.7,20,24,83.3,5,7,71.4,0.1,-0.1,2,10,1,0,63,0,0,0,1,1,0,0,0,0,0,0,1,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,2,0,0,4,0.0,4,4,3,1,1,3,5,0,81,6,27,36,18,0,81,0,0,,0,,44,137,90,2,0,1,4,52,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,2.2,2.2,0.0,-0.02,,0,2,0,0,0,0,0,9,1,2,33.3,1
143,Matty Cash,pl POL,"DF,FW",Aston Villa,eng Premier League,26-011,1997,1,1,86,1.0,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,2,2,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Matches,2023,2,1,50.0,2.09,1.05,0.00,0.00,15.4,0,0.36,-0.7,-0.7,43,51,84.3,646,174,20,21,95.2,20,25,80.0,1,2,50.0,0.0,0.0,0,1,0,0,33,18,3,0,0,1,15,0,0,0,0,0,1,2,2.09,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,1,0,62,3,24,25,13,1,62,2,1,50.0,0,0.0,25,168,90,2,0,2,1,30,86,95.6,86,0,0,,0,0.00,1,4,-3,-3.14,+19.36,1.5,2.8,-1.3,-1.39,+4.33,0,5,3,0,0,0,0,7,0,0,,1
144,Josue Casimir,fr FRA,DF,Le Havre,fr Ligue 1,21-328,2001,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,3,3,4,0.00,1.00,1.00,0.00,1.00,0.00,0.19,0.19,0.00,0.19,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,25,40,62.5,351,127,14,17,82.4,9,17,52.9,0,3,0.0,0.0,+0.8,2,1,1,0,31,9,0,0,0,1,9,0,0,0,0,0,2,3,3.00,3,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,3,0,52,3,17,18,18,1,52,4,2,50.0,2,50.0,28,225,143,2,0,2,1,26,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,1.0,1.6,-0.6,-0.60,,0,1,0,0,0,0,0,4,2,1,66.7,1
145,Cristian Casseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,23-210,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,18.0,0,0.03,0.0,0.0,55,63,87.3,1096,219,18,23,78.3,27,29,93.1,9,9,100.0,0.0,0.0,0,4,1,0,58,5,4,0,1,0,1,0,0,0,0,0,1,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,4,0,4,1,2,0,0,76,1,10,55,11,1,76,0,0,,0,,57,257,126,1,0,4,0,55,90,100.0,90,1,0,,0,3.00,2,1,+1,+1.00,,1.1,1.1,+0.1,+0.05,,0,1,2,0,0,1,0,3,1,0,100.0,1
146,Catena,es ESP,DF,Osasuna,es La Liga,28-294,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches,2023,1,0,0.0,1.00,0.00,0.00,,10.1,0,0.05,-0.1,-0.1,30,40,75.0,805,337,3,3,100.0,20,20,100.0,7,17,41.2,0.0,-0.1,1,2,0,0,35,5,5,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,2,2,0,2,3,3,0,51,4,31,20,1,1,51,0,0,,0,,24,88,22,0,0,0,0,29,90,100.0,90,1,0,,0,3.00,2,0,+2,+2.00,,1.0,1.0,-0.1,-0.05,,0,1,0,0,0,0,0,5,1,1,50.0,1
147,Franco Cervi,ar ARG,DF,Celta Vigo,es La Liga,29-084,1994,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,53,66,80.3,827,412,33,36,91.7,17,21,81.0,3,5,60.0,0.5,-0.2,1,4,1,0,50,15,4,0,0,2,11,0,0,0,0,1,2,1,1.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,3,0,3,2,3,1,0,73,1,23,39,12,2,73,0,0,,0,,36,175,83,1,0,0,0,40,80,88.9,80,0,0,,0,0.00,0,2,-2,-2.25,-2.25,0.9,1.0,-0.1,-0.06,-0.97,0,2,5,1,0,0,0,8,3,1,75.0,1
148,Julio Cesar Enciso,py PAR,MF,Brighton,eng Premier League,19-207,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.0,1,100.0,1,4,0,0,0,0,0,1,3,3.3,,0,1,3,0,3.00,1,0,+1,+30.00,+27.93,1.2,0.2,+0.9,+28.13,+26.47,0,0,0,0,0,0,0,0,0,0,,1
149,Fares Chaibi,dz ALG,FW,Toulouse,fr Ligue 1,20-263,2002,1,0,21,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,3,0.00,4.29,4.29,0.00,4.29,0.00,0.57,0.57,0.00,0.57,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,12,17,70.6,198,48,5,6,83.3,5,5,100.0,1,5,20.0,0.1,+0.9,1,0,0,0,16,1,0,0,0,2,0,1,0,1,0,0,0,1,4.29,0,1,0,0,0,0,1,4.29,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,0,2,11,9,0,22,1,0,0.0,1,100.0,16,83,46,0,0,1,0,16,21,23.3,,0,1,21,0,3.00,1,0,+1,+4.29,+4.29,0.1,0.2,0.0,-0.18,-0.30,0,0,0,0,0,0,0,1,1,0,100.0,1
150,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-239,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,8.3,0,0.04,0.0,0.0,34,42,81.0,705,135,11,11,100.0,17,20,85.0,5,9,55.6,0.0,0.0,0,2,0,0,40,2,2,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,1,1,0,2,2,2,0,55,10,34,20,3,2,55,1,1,100.0,0,0.0,40,211,53,0,0,5,0,29,90,100.0,90,1,0,,0,3.00,3,2,+1,+1.00,,2.5,0.7,+1.8,+1.84,,0,2,0,0,0,0,0,10,3,2,60.0,1
151,Pep Chavarria,es ESP,FW,Rayo Vallecano,es La Liga,25-130,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,21,0,0,1,0.0,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,4,0,0,2,2,0,4,0,0,,0,,2,38,0,1,0,2,0,2,5,5.6,,0,1,5,0,3.00,0,0,0,0.00,-2.12,0.0,0.0,0.0,-0.82,-1.58,0,0,0,0,0,0,0,0,1,0,100.0,1
152,Rayan Cherki,fr FRA,FW,Lyon,fr Ligue 1,20-001,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,10,10,13,0.00,0.00,0.00,0.00,0.00,0.24,0.04,0.29,0.24,0.29,Matches,2023,4,3,75.0,4.00,3.00,0.00,0.00,16.8,0,0.06,-0.2,-0.2,56,66,84.8,1159,330,16,19,84.2,28,31,90.3,9,13,69.2,0.2,0.0,1,11,5,0,64,2,0,0,4,3,1,1,0,1,0,0,2,5,5.00,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,84,0,2,41,43,8,84,14,4,28.6,10,71.4,75,747,364,9,4,1,0,71,90,100.0,90,1,0,,0,0.00,1,2,-1,-1.00,,1.7,1.3,+0.4,+0.45,,0,0,1,0,0,0,0,4,0,0,,1
153,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-285,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,42,51,82.4,934,527,10,10,100.0,22,22,100.0,9,18,50.0,0.0,0.0,0,1,0,0,45,6,2,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,53,30,53,0,0,0,53,0,0,,0,,39,244,154,0,0,0,0,35,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.3,1.2,+0.2,+0.15,,0,0,0,0,0,0,0,2,0,0,,1
154,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,26-240,1996,1,1,89,1.0,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,2,4,8,0.00,1.01,1.01,0.00,1.01,0.16,0.42,0.58,0.16,0.58,Matches,2023,1,1,100.0,1.01,1.01,0.00,0.00,13.5,0,0.16,-0.2,-0.2,50,61,82.0,620,190,36,40,90.0,11,13,84.6,1,3,33.3,0.2,+0.6,1,4,0,0,51,10,1,0,0,3,9,0,0,0,0,0,3,2,2.02,1,0,0,0,1,0,1,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,76,0,4,32,41,4,76,2,1,50.0,0,0.0,56,211,93,1,0,8,1,58,89,98.9,89,0,0,,0,1.00,1,1,0,0.00,0.00,1.4,1.3,+0.1,+0.10,+1.36,0,1,3,1,0,0,0,7,1,1,50.0,1
155,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26-087,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,65,77,84.4,1024,347,35,38,92.1,22,25,88.0,6,10,60.0,0.0,0.0,0,5,0,0,74,3,3,0,0,0,0,0,0,0,0,0,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,82,1,21,53,9,0,82,0,0,,0,,66,305,112,6,0,1,0,62,90,100.0,90,1,0,,0,0.00,1,2,-1,-1.00,,1.1,1.1,-0.1,-0.05,,0,1,1,0,0,0,0,9,0,2,0.0,1
156,Tahith Chong,nl NED,MF,Luton Town,eng Premier League,23-257,1999,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,22,81.8,391,98,7,10,70.0,7,7,100.0,4,5,80.0,0.0,0.0,0,3,0,0,18,4,0,0,1,1,0,0,0,0,0,0,0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,1,0.0,1,0,0,0,1,3,0,0,36,1,8,25,3,0,36,1,0,0.0,0,0.0,22,156,33,0,0,4,4,23,87,96.7,87,0,0,,0,0.00,1,3,-2,-2.07,+27.93,1.2,2.8,-1.6,-1.66,+26.47,0,0,3,0,0,0,0,6,0,0,,1
157,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-328,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,45,53,84.9,961,364,14,16,87.5,21,23,91.3,8,10,80.0,0.0,0.0,0,8,1,0,52,1,1,0,0,0,0,0,0,0,0,0,1,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,6,4,5,0,1,6,6,100.0,0,2,0,2,2,8,2,0,66,7,19,38,10,0,66,2,0,0.0,2,100.0,43,205,80,2,0,1,1,32,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,1.6,1.0,+0.6,+0.60,,0,0,1,0,0,0,0,15,2,0,100.0,1
158,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,27-130,1996,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,85,87,97.7,1224,463,46,47,97.9,33,33,100.0,2,3,66.7,0.0,0.0,0,5,0,0,86,1,1,0,1,0,0,0,0,0,0,0,0,3,6.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,91,3,27,60,4,0,91,0,0,,0,,67,326,208,2,0,0,0,80,45,50.0,45,0,0,,0,1.00,0,0,0,0.00,0.00,0.4,0.5,-0.1,-0.14,-2.00,0,0,0,0,0,0,0,2,1,2,33.3,1
159,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,28-177,1995,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,5,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,2023,1,1,100.0,1.36,1.36,0.00,0.00,28.7,0,0.02,0.0,0.0,22,26,84.6,345,94,12,13,92.3,6,9,66.7,2,2,100.0,0.0,0.0,1,2,1,0,24,2,0,1,1,0,0,0,0,0,0,0,0,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,0,0,3,2,2,100.0,0,2,0,2,0,3,0,0,37,0,3,19,16,1,37,3,1,33.3,2,66.7,23,110,23,0,0,2,3,25,66,73.3,66,0,0,,0,1.00,0,1,-1,-1.36,-5.11,0.3,0.8,-0.6,-0.75,-3.79,0,1,3,0,0,0,0,10,0,2,0.0,1
160,Carney Chukwuemeka,eng ENG,MF,Chelsea,eng Premier League,19-302,2003,1,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,38,42,90.5,484,64,27,29,93.1,6,7,85.7,3,3,100.0,0.2,0.0,0,3,2,0,42,0,0,1,0,0,0,0,0,0,0,0,1,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,48,0,5,21,22,5,48,3,0,0.0,3,100.0,32,211,62,0,2,0,2,37,80,88.9,80,0,0,,0,1.00,1,1,0,0.00,0.00,1.4,1.2,+0.1,+0.14,+0.47,0,1,1,0,0,0,0,3,0,0,,1
161,Pathe Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,29-155,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,21,85.7,481,93,5,7,71.4,8,9,88.9,5,5,100.0,0.0,0.0,1,1,0,0,19,2,2,0,3,1,0,0,0,0,0,0,1,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,3,0,0,2,2,100.0,0,0,0,0,0,3,3,0,26,2,11,11,4,0,26,0,0,,0,,19,107,50,0,0,0,2,17,45,50.0,,0,1,45,0,3.00,0,0,0,0.00,-4.00,0.1,0.4,-0.3,-0.53,-2.41,0,3,0,0,0,0,0,2,2,1,66.7,1
162,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-327,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,6,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,2023,1,0,0.0,1.00,0.00,0.00,,23.1,0,0.02,0.0,0.0,36,51,70.6,694,371,13,14,92.9,19,22,86.4,4,11,36.4,0.1,0.0,1,3,3,0,35,15,3,0,0,7,7,5,0,5,0,1,2,3,3.00,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,2,1,1,3,4,75.0,1,0,0,0,2,6,3,0,64,2,12,30,23,0,64,1,0,0.0,1,100.0,33,140,79,0,0,2,0,27,90,100.0,90,1,0,,0,3.00,2,1,+1,+1.00,,1.0,0.8,+0.3,+0.27,,0,0,0,0,0,0,0,7,0,1,0.0,1
163,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,27-055,1996,1,1,59,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,21,85.7,202,123,12,12,100.0,4,5,80.0,0,2,0.0,0.0,0.0,0,1,0,0,18,3,0,0,0,2,3,0,0,0,0,0,0,1,1.55,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,4,3,4,0,0,2,3,66.7,1,1,0,1,2,6,0,0,27,1,9,13,6,0,27,3,1,33.3,1,33.3,19,126,59,1,0,2,0,14,59,65.6,59,0,0,,0,0.00,1,0,+1,+1.53,+7.33,0.9,0.4,+0.4,+0.69,+2.08,0,1,1,0,0,0,0,3,0,1,0.0,1
164,Saul Coco,gq EQG,DF,Las Palmas,es La Liga,24-190,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,56,58,96.6,969,324,24,24,100.0,29,31,93.5,3,3,100.0,0.0,0.0,0,3,0,0,55,3,3,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,1,2,4,0,67,4,24,43,0,0,67,0,0,,0,,47,311,161,0,0,0,0,47,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,0.9,1.6,-0.6,-0.63,,0,0,0,0,0,0,0,5,1,1,50.0,1
165,Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,31-276,1991,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,34,42,81.0,610,235,16,17,94.1,10,14,71.4,6,8,75.0,0.0,0.0,0,4,1,1,28,13,1,0,0,1,12,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,3,2,1,0,1,1,0,49,3,17,23,10,0,49,1,0,0.0,1,100.0,29,146,73,1,0,1,0,25,90,100.0,90,1,0,,0,0.00,1,5,-4,-4.00,,0.4,4.0,-3.6,-3.60,,0,1,0,0,0,0,0,6,0,1,0.0,1
166,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,22-110,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,40,49,81.6,711,327,16,17,94.1,20,25,80.0,3,6,50.0,0.0,0.0,0,1,0,0,39,10,2,0,1,0,7,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,9,0,60,14,37,20,3,2,60,1,0,0.0,0,0.0,24,46,29,0,0,0,0,35,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,2.2,1.3,+0.9,+0.94,,0,0,1,0,0,0,0,6,2,5,28.6,1
167,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,20-173,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,5,0,0.00,0.00,0.00,0.00,0.00,0.08,0.29,0.37,0.08,0.37,Matches,2023,1,0,0.0,1.00,0.00,0.00,,15.6,0,0.08,-0.1,-0.1,57,69,82.6,965,361,29,33,87.9,24,24,100.0,4,9,44.4,0.0,-0.3,2,7,0,0,67,2,1,0,0,0,1,0,0,0,0,0,2,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,0,0,,0,2,0,2,1,3,2,0,78,4,28,46,6,2,78,1,1,100.0,0,0.0,59,352,218,3,0,2,1,54,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.4,1.3,+0.1,+0.09,,0,0,0,0,0,0,0,6,1,0,100.0,1
168,Santi Comesana,es ESP,MF,Villarreal,es La Liga,26-317,1996,1,1,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,2023,1,0,0.0,1.61,0.00,0.00,,12.4,0,0.06,-0.1,-0.1,31,36,86.1,486,110,23,25,92.0,6,7,85.7,2,2,100.0,0.0,0.0,0,4,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,2,3.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,1,3,33.3,2,1,0,1,2,4,1,0,48,1,4,29,15,2,48,1,0,0.0,1,100.0,21,144,68,1,0,1,0,32,56,62.2,56,0,0,,0,0.00,0,1,-1,-1.61,-1.61,0.7,0.4,+0.3,+0.41,+1.41,0,2,0,0,0,0,0,1,2,1,66.7,1
169,Copete,es ESP,DF,Mallorca,es La Liga,23-312,1999,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2023,1,0,0.0,2.00,0.00,0.00,,33.4,0,0.01,0.0,0.0,9,12,75.0,172,21,3,3,100.0,4,5,80.0,1,1,100.0,0.0,0.0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,17,2,7,7,3,1,17,0,0,,0,,5,27,2,0,0,0,0,5,45,50.0,45,0,0,,0,1.00,0,1,-1,-2.00,-4.00,0.9,0.8,+0.1,+0.25,-0.76,0,2,0,0,0,1,0,3,0,0,,1
170,Maxwel Cornet,ci CIV,MF,West Ham,eng Premier League,26-325,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,1,100.0,16,11,0,0,,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,0,,0,,1,2,2,0,0,0,0,1,1,1.1,,0,1,1,0,1.00,0,0,0,0.00,0.00,0.0,0.0,0.0,0.00,+0.26,0,0,0,1,0,0,0,0,0,1,0.0,1
